ID_Pesanan,Tanggal_Pemesanan,ID_Produk,Nama_Produk,Kategori,Bahan_Material,Warna_Finishing,Merek_Siri,Berat_Gram,Dimensi_Cm,Stok,Harga_Rupiah,Quantity
ORD-50512,2022-12-14,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,138.9,7.5,87,25000,9
ORD-50513,2022-12-14,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,120.3,11.1,92,36000,7
ORD-50514,2022-12-15,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,273.4,9.6,61,36000,7
ORD-50514,2022-12-15,HW-009,Handle Peti,Pemegang & Tombol,Kuningan (Brass),Emas Matte,Atmobrass Jaya,294.4,11.8,135,90000,8
ORD-50516,2022-12-16,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,99.6,8.8,82,57000,1
ORD-50516,2022-12-16,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Emas Matte,Atmobrass Jaya,54.9,7.3,35,19000,3
ORD-50517,2022-12-17,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,242.3,7.9,28,210000,8
ORD-50518,2022-12-18,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Perak Saten,Atmobrass Jaya,140.1,7.0,189,48000,8
ORD-50518,2022-12-18,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,243.3,10.6,18,210000,3
ORD-50519,2022-12-18,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,213.7,9.4,153,57000,6
ORD-50519,2022-12-18,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Emas Matte,Atmobrass Jaya,269.5,9.3,104,210000,5
ORD-50520,2022-12-19,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Perak Saten,Atmobrass Jaya,26.3,6.4,95,25000,5
ORD-50520,2022-12-19,HW-012,Roda Troli Alumunium,Roda & Kaki Perabot,Aluminium,Coklat Gelap,Modern Hardware,221.7,9.1,44,34000,7
ORD-50522,2022-12-22,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,127.4,6.2,43,25000,10
ORD-50524,2022-12-23,HW-009,Handle Peti,Pemegang & Tombol,Kuningan (Brass),Hitam Matte,Heritage Series,240.2,10.0,12,90000,5
ORD-50526,2022-12-25,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,103.5,11.6,75,57000,2
ORD-50527,2022-12-27,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,21.4,4.0,46,25000,5
ORD-50528,2022-12-27,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,86.6,4.7,152,25000,10
ORD-50531,2023-01-03,HW-005,Engsel Tombak,Engsel,Gangsa Antik,Emas Matte,Atmobrass Jaya,88.2,12.0,60,47000,5
ORD-50532,2023-01-04,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,254.2,7.3,148,36000,6
ORD-50534,2023-01-07,HW-003,Engsel Jahit,Engsel,Besi,Perak Saten,Atmobrass Jaya,84.1,10.0,134,32000,2
ORD-50538,2023-01-14,HW-004,Engsel Kepala Antiq,Engsel,Gangsa Antik,Perak Saten,Atmobrass Jaya,92.9,10.6,84,47000,2
ORD-50539,2023-01-15,HW-009,Handle Peti,Pemegang & Tombol,Kuningan (Brass),Emas Matte,Atmobrass Jaya,180.1,11.8,122,90000,3
ORD-50540,2023-01-17,HW-012,Roda Troli Alumunium,Roda & Kaki Perabot,Aluminium,Hitam Matte,Atmobrass Jaya,264.7,11.6,35,34000,2
ORD-50540,2023-01-17,HW-005,Engsel Tombak,Engsel,Gangsa Antik,Emas Berkilat,Atmobrass Jaya,122.4,9.7,128,47000,9
ORD-50540,2023-01-17,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Perak Saten,Atmobrass Jaya,117.1,4.8,51,28000,8
ORD-50542,2023-01-24,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Emas Matte,Atmobrass Jaya,83.7,5.9,111,48000,9
ORD-50544,2023-01-27,HW-009,Handle Peti,Pemegang & Tombol,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,220.7,10.5,27,90000,2
ORD-50545,2023-01-28,HW-009,Handle Peti,Pemegang & Tombol,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,260.7,7.3,38,90000,7
ORD-50545,2023-01-28,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,123.6,5.3,171,28000,5
ORD-50546,2023-01-28,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,284.0,10.8,143,97000,5
ORD-50546,2023-01-28,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Emas Berkilat,Maison Le Forge,116.7,8.5,71,19000,6
ORD-50548,2023-01-29,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,220.2,13.4,101,57000,6
ORD-50548,2023-01-29,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Emas Berkilat,Maison Le Forge,131.2,10.1,90,36000,9
ORD-50549,2023-01-31,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Hitam Matte,Atmobrass Jaya,120.7,7.9,186,19000,1
ORD-50550,2023-02-01,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Emas Matte,Atmobrass Jaya,102.4,13.8,78,57000,9
ORD-50552,2023-02-01,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Perak Saten,Atmobrass Jaya,43.9,5.0,92,19000,5
ORD-50553,2023-02-02,HW-012,Roda Troli Alumunium,Roda & Kaki Perabot,Aluminium,Emas Berkilat,Atmobrass Jaya,389.0,11.8,103,34000,6
ORD-50553,2023-02-02,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Perak Saten,Modern Hardware,204.1,9.3,20,97000,5
ORD-50553,2023-02-02,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,168.9,12.3,53,210000,9
ORD-50555,2023-02-05,HW-009,Handle Peti,Pemegang & Tombol,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,181.3,12.2,198,90000,2
ORD-50555,2023-02-05,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,131.6,8.8,54,48000,8
ORD-50556,2023-02-05,HW-003,Engsel Jahit,Engsel,Besi,Emas Berkilat,Atmobrass Jaya,252.6,9.3,34,32000,5
ORD-50557,2023-02-09,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,103.2,9.7,195,36000,1
ORD-50559,2023-02-10,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,75.3,8.8,163,25000,2
ORD-50560,2023-02-11,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Emas Matte,Atmobrass Jaya,288.1,8.9,83,57000,6
ORD-50560,2023-02-11,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Perak Saten,Atmobrass Jaya,316.9,9.3,117,97000,1
ORD-50562,2023-02-14,HW-009,Handle Peti,Pemegang & Tombol,Kuningan (Brass),Perak Saten,Atmobrass Jaya,142.6,9.0,20,90000,3
ORD-50562,2023-02-14,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Emas Berkilat,Atmobrass Jaya,48.5,4.1,85,19000,4
ORD-50563,2023-02-20,HW-004,Engsel Kepala Antiq,Engsel,Gangsa Antik,Emas Berkilat,Atmobrass Jaya,128.3,14.5,10,47000,5
ORD-50563,2023-02-20,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Hitam Matte,Atmobrass Jaya,146.8,8.8,141,19000,8
ORD-50563,2023-02-20,HW-004,Engsel Kepala Antiq,Engsel,Gangsa Antik,Emas Berkilat,Atmobrass Jaya,267.0,13.0,46,47000,4
ORD-50564,2023-02-22,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,221.1,8.1,57,57000,7
ORD-50564,2023-02-22,HW-004,Engsel Kepala Antiq,Engsel,Gangsa Antik,Emas Matte,Atmobrass Jaya,121.5,14.4,15,47000,1
ORD-50564,2023-02-22,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Emas Matte,Atmobrass Jaya,275.6,13.3,188,36000,8
ORD-50565,2023-02-22,HW-004,Engsel Kepala Antiq,Engsel,Gangsa Antik,Emas Matte,Atmobrass Jaya,165.6,11.3,129,47000,3
ORD-50566,2023-02-23,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,99.8,4.7,35,28000,2
ORD-50566,2023-02-23,HW-003,Engsel Jahit,Engsel,Besi,Perak Berkilat (Chrome),Atmobrass Jaya,271.3,7.9,133,32000,7
ORD-50566,2023-02-23,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,132.4,5.5,192,48000,6
ORD-50568,2023-02-24,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Hitam Matte,Heritage Series,109.5,10.1,171,36000,6
ORD-50569,2023-02-24,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,389.4,8.5,140,97000,8
ORD-50569,2023-02-24,HW-009,Handle Peti,Pemegang & Tombol,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,217.0,13.0,76,90000,5
ORD-50570,2023-02-26,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Perak Saten,Modern Hardware,43.1,5.2,139,48000,10
ORD-50572,2023-02-27,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,137.9,9.5,141,48000,2
ORD-50573,2023-03-01,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,99.0,5.1,11,28000,10
ORD-50575,2023-03-03,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,111.0,7.1,102,48000,5
ORD-50576,2023-03-05,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Emas Matte,Modern Hardware,304.7,9.2,65,97000,8
ORD-50576,2023-03-05,HW-012,Roda Troli Alumunium,Roda & Kaki Perabot,Aluminium,Coklat Gelap,Atmobrass Jaya,251.5,12.1,100,34000,1
ORD-50577,2023-03-06,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Perak Saten,Atmobrass Jaya,366.6,11.9,177,97000,9
ORD-50577,2023-03-06,HW-009,Handle Peti,Pemegang & Tombol,Kuningan (Brass),Emas Matte,Heritage Series,181.7,9.0,95,90000,1
ORD-50578,2023-03-08,HW-005,Engsel Tombak,Engsel,Gangsa Antik,Emas Matte,Heritage Series,150.4,13.1,35,47000,10
ORD-50579,2023-03-08,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,165.9,8.2,60,210000,9
ORD-50581,2023-03-08,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Emas Matte,Atmobrass Jaya,39.8,8.0,52,19000,2
ORD-50582,2023-03-09,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Coklat Gelap,Heritage Series,488.7,9.6,56,97000,3
ORD-50582,2023-03-09,HW-004,Engsel Kepala Antiq,Engsel,Gangsa Antik,Perak Saten,Maison Le Forge,262.6,8.5,190,47000,6
ORD-50582,2023-03-09,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Emas Berkilat,Maison Le Forge,37.9,8.2,130,48000,5
ORD-50583,2023-03-10,HW-005,Engsel Tombak,Engsel,Gangsa Antik,Perak Saten,Atmobrass Jaya,215.6,10.7,112,47000,2
ORD-50583,2023-03-10,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Hitam Matte,Heritage Series,38.8,5.9,14,19000,3
ORD-50585,2023-03-11,HW-003,Engsel Jahit,Engsel,Besi,Hitam Matte,Atmobrass Jaya,261.2,9.5,132,32000,9
ORD-50588,2023-03-15,HW-004,Engsel Kepala Antiq,Engsel,Gangsa Antik,Emas Matte,Atmobrass Jaya,107.0,14.9,179,47000,8
ORD-50589,2023-03-16,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Emas Berkilat,Atmobrass Jaya,27.1,4.8,117,19000,7
ORD-50590,2023-03-16,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Emas Matte,Atmobrass Jaya,91.5,8.5,86,25000,6
ORD-50591,2023-03-17,HW-005,Engsel Tombak,Engsel,Gangsa Antik,Emas Berkilat,Heritage Series,282.4,11.8,74,47000,6
ORD-50593,2023-03-23,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Perak Saten,Heritage Series,133.9,5.7,22,19000,9
ORD-50593,2023-03-23,HW-004,Engsel Kepala Antiq,Engsel,Gangsa Antik,Hitam Matte,Atmobrass Jaya,294.6,13.2,160,47000,2
ORD-50595,2023-03-24,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,350.7,9.6,46,97000,7
ORD-50595,2023-03-24,HW-005,Engsel Tombak,Engsel,Gangsa Antik,Coklat Gelap,Atmobrass Jaya,287.7,7.7,171,47000,1
ORD-50596,2023-03-26,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Emas Matte,Atmobrass Jaya,169.3,14.2,192,36000,5
ORD-50599,2023-03-29,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Emas Berkilat,Modern Hardware,94.0,6.4,140,48000,7
ORD-50600,2023-03-29,HW-009,Handle Peti,Pemegang & Tombol,Kuningan (Brass),Emas Matte,Atmobrass Jaya,276.8,11.3,137,90000,3
ORD-50600,2023-03-29,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,136.1,10.3,40,36000,8
ORD-50601,2023-03-31,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Emas Matte,Atmobrass Jaya,244.5,8.9,56,36000,2
ORD-50603,2023-04-01,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,168.8,12.3,79,57000,3
ORD-50604,2023-04-02,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,258.5,8.3,173,57000,2
ORD-50606,2023-04-05,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,81.9,9.8,114,25000,3
ORD-50606,2023-04-05,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Perak Saten,Atmobrass Jaya,85.7,8.1,64,28000,1
ORD-50606,2023-04-05,HW-009,Handle Peti,Pemegang & Tombol,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,181.6,7.4,177,90000,8
ORD-50607,2023-04-06,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,392.3,10.9,183,97000,2
ORD-50608,2023-04-07,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Emas Berkilat,Maison Le Forge,106.1,9.2,146,25000,8
ORD-50609,2023-04-10,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Perak Saten,Atmobrass Jaya,137.3,5.1,57,48000,7
ORD-50610,2023-04-12,HW-003,Engsel Jahit,Engsel,Besi,Coklat Gelap,Atmobrass Jaya,189.8,7.7,47,32000,7
ORD-50612,2023-04-14,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Hitam Matte,Heritage Series,121.9,9.6,130,57000,6
ORD-50612,2023-04-14,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,152.1,14.7,49,210000,2
ORD-50612,2023-04-14,HW-004,Engsel Kepala Antiq,Engsel,Gangsa Antik,Emas Berkilat,Atmobrass Jaya,242.7,8.5,127,47000,1
ORD-50613,2023-04-18,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,348.4,8.4,161,97000,7
ORD-50613,2023-04-18,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,147.6,8.4,105,48000,10
ORD-50614,2023-04-19,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,59.6,7.6,184,28000,2
ORD-50615,2023-04-20,HW-009,Handle Peti,Pemegang & Tombol,Kuningan (Brass),Perak Saten,Atmobrass Jaya,197.5,12.4,34,90000,2
ORD-50615,2023-04-20,HW-003,Engsel Jahit,Engsel,Besi,Emas Matte,Atmobrass Jaya,277.8,12.6,162,32000,7
ORD-50618,2023-04-23,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Perak Berkilat (Chrome),Atmobrass Jaya,24.4,7.5,74,19000,9
ORD-50618,2023-04-23,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,276.6,8.8,133,36000,5
ORD-50619,2023-04-25,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,53.4,5.1,88,28000,8
ORD-50622,2023-05-05,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Perak Berkilat (Chrome),Atmobrass Jaya,93.3,5.6,18,19000,7
ORD-50623,2023-05-07,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Emas Berkilat,Heritage Series,129.0,7.4,89,36000,4
ORD-50624,2023-05-07,HW-012,Roda Troli Alumunium,Roda & Kaki Perabot,Aluminium,Coklat Gelap,Atmobrass Jaya,469.6,11.7,190,34000,1
ORD-50624,2023-05-07,HW-003,Engsel Jahit,Engsel,Besi,Hitam Matte,Atmobrass Jaya,118.4,7.4,181,32000,1
ORD-50625,2023-05-10,HW-012,Roda Troli Alumunium,Roda & Kaki Perabot,Aluminium,Hitam Matte,Atmobrass Jaya,319.3,8.2,175,34000,8
ORD-50625,2023-05-10,HW-003,Engsel Jahit,Engsel,Besi,Emas Berkilat,Atmobrass Jaya,287.9,9.5,99,32000,3
ORD-50626,2023-05-10,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Perak Saten,Heritage Series,140.1,8.8,48,36000,5
ORD-50626,2023-05-10,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Emas Berkilat,Maison Le Forge,36.4,6.5,106,19000,4
ORD-50627,2023-05-10,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,134.8,11.7,30,36000,9
ORD-50629,2023-05-12,HW-012,Roda Troli Alumunium,Roda & Kaki Perabot,Aluminium,Emas Matte,Atmobrass Jaya,493.1,11.4,60,34000,8
ORD-50630,2023-05-12,HW-005,Engsel Tombak,Engsel,Gangsa Antik,Emas Matte,Atmobrass Jaya,90.7,10.9,82,47000,4
ORD-50631,2023-05-14,HW-005,Engsel Tombak,Engsel,Gangsa Antik,Coklat Gelap,Atmobrass Jaya,82.8,10.3,145,47000,5
ORD-50631,2023-05-14,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,235.1,10.8,91,97000,10
ORD-50632,2023-05-14,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Emas Matte,Heritage Series,89.8,7.2,28,19000,5
ORD-50633,2023-05-16,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,86.7,10.0,118,36000,6
ORD-50634,2023-05-17,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Emas Berkilat,Heritage Series,104.5,8.7,17,210000,8
ORD-50637,2023-05-22,HW-004,Engsel Kepala Antiq,Engsel,Gangsa Antik,Emas Matte,Atmobrass Jaya,136.1,12.8,45,47000,4
ORD-50640,2023-05-25,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Hitam Matte,Maison Le Forge,246.8,12.0,17,57000,3
ORD-50641,2023-05-25,HW-005,Engsel Tombak,Engsel,Gangsa Antik,Perak Berkilat (Chrome),Atmobrass Jaya,111.1,10.7,77,47000,10
ORD-50642,2023-05-27,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Emas Berkilat,Atmobrass Jaya,133.3,7.6,135,19000,10
ORD-50642,2023-05-27,HW-005,Engsel Tombak,Engsel,Gangsa Antik,Perak Saten,Atmobrass Jaya,113.5,12.1,101,47000,2
ORD-50643,2023-05-28,HW-005,Engsel Tombak,Engsel,Gangsa Antik,Emas Berkilat,Atmobrass Jaya,236.2,7.7,145,47000,1
ORD-50644,2023-05-29,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,63.8,7.1,50,48000,10
ORD-50644,2023-05-29,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,237.0,7.7,121,36000,3
ORD-50646,2023-06-01,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Perak Saten,Atmobrass Jaya,23.0,8.3,148,19000,5
ORD-50646,2023-06-01,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Emas Matte,Atmobrass Jaya,214.5,8.1,125,36000,6
ORD-50647,2023-06-01,HW-005,Engsel Tombak,Engsel,Gangsa Antik,Emas Berkilat,Atmobrass Jaya,114.9,14.1,60,47000,1
ORD-50648,2023-06-02,HW-012,Roda Troli Alumunium,Roda & Kaki Perabot,Aluminium,Coklat Gelap,Atmobrass Jaya,346.9,8.3,31,34000,9
ORD-50650,2023-06-04,HW-012,Roda Troli Alumunium,Roda & Kaki Perabot,Aluminium,Emas Matte,Atmobrass Jaya,387.0,12.8,155,34000,1
ORD-50650,2023-06-04,HW-009,Handle Peti,Pemegang & Tombol,Kuningan (Brass),Perak Saten,Atmobrass Jaya,284.8,7.1,16,90000,10
ORD-50651,2023-06-04,HW-003,Engsel Jahit,Engsel,Besi,Perak Berkilat (Chrome),Atmobrass Jaya,171.1,12.1,128,32000,2
ORD-50651,2023-06-04,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,197.7,8.7,52,57000,3
ORD-50653,2023-06-05,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,85.5,6.8,195,28000,3
ORD-50654,2023-06-06,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,173.2,8.9,91,210000,8
ORD-50654,2023-06-06,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,44.1,5.5,71,28000,9
ORD-50655,2023-06-07,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Perak Saten,Atmobrass Jaya,205.6,13.3,75,57000,4
ORD-50655,2023-06-07,HW-009,Handle Peti,Pemegang & Tombol,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,267.4,14.9,36,90000,9
ORD-50656,2023-06-07,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Emas Berkilat,Maison Le Forge,137.3,11.0,49,57000,5
ORD-50656,2023-06-07,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,145.5,5.7,153,28000,2
ORD-50657,2023-06-10,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,132.9,9.8,142,210000,9
ORD-50657,2023-06-10,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,101.4,13.1,18,57000,3
ORD-50658,2023-06-11,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Perak Saten,Modern Hardware,222.7,13.3,31,97000,3
ORD-50659,2023-06-11,HW-009,Handle Peti,Pemegang & Tombol,Kuningan (Brass),Emas Matte,Atmobrass Jaya,194.9,9.7,16,90000,9
ORD-50660,2023-06-11,HW-005,Engsel Tombak,Engsel,Gangsa Antik,Hitam Matte,Atmobrass Jaya,200.6,14.7,32,47000,8
ORD-50660,2023-06-11,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,197.1,7.3,96,36000,9
ORD-50662,2023-06-13,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Hitam Matte,Heritage Series,274.5,12.3,91,210000,6
ORD-50663,2023-06-13,HW-009,Handle Peti,Pemegang & Tombol,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,98.6,9.9,138,90000,8
ORD-50664,2023-06-13,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Emas Berkilat,Atmobrass Jaya,107.8,8.1,155,19000,10
ORD-50665,2023-06-14,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Perak Saten,Atmobrass Jaya,72.1,4.7,77,28000,6
ORD-50666,2023-06-14,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,74.3,5.2,137,48000,5
ORD-50666,2023-06-14,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Emas Matte,Atmobrass Jaya,164.1,13.7,94,210000,5
ORD-50668,2023-06-17,HW-009,Handle Peti,Pemegang & Tombol,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,192.2,14.4,199,90000,8
ORD-50668,2023-06-17,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Perak Saten,Atmobrass Jaya,241.7,9.2,159,36000,2
ORD-50669,2023-06-17,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,206.4,9.9,90,36000,3
ORD-50670,2023-06-19,HW-012,Roda Troli Alumunium,Roda & Kaki Perabot,Aluminium,Coklat Gelap,Heritage Series,496.3,11.4,73,34000,8
ORD-50670,2023-06-19,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Perak Saten,Atmobrass Jaya,211.6,7.2,25,57000,8
ORD-50671,2023-06-19,HW-012,Roda Troli Alumunium,Roda & Kaki Perabot,Aluminium,Perak Berkilat (Chrome),Atmobrass Jaya,478.3,12.8,56,34000,2
ORD-50672,2023-06-19,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Emas Matte,Atmobrass Jaya,384.3,12.4,47,97000,1
